URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,IsHTTPS,Bank,Pay,Crypto,SuspiciousWords,URLDepth,AvgTokenLength,label
25,14,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
54,28,0,2,4,42,0.778,4,0.074,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,6.571,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
47,26,0,2,2,39,0.83,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,5.571,0
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
76,24,0,3,2,61,0.803,8,0.105,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,11.5,0
27,16,0,2,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
37,26,0,2,2,31,0.838,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,1
25,14,0,3,1,18,0.72,2,0.08,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
43,11,0,3,1,35,0.814,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,4,5.0,0
42,29,0,3,2,21,0.5,15,0.357,0,0,0,0,0.0,1,2,0.061,1,0,0,0,0,0,9.0,0
40,28,0,3,1,32,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.571,1
19,7,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,5.0,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
38,27,0,3,2,27,0.711,5,0.132,0,0,0,0,0.0,1,5,0.161,0,0,0,0,0,0,6.4,0
87,9,0,2,1,73,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,8,6.083,0
23,12,0,3,1,14,0.609,4,0.174,0,0,0,0,0.0,1,1,0.062,0,0,0,0,0,0,4.5,0
38,25,0,3,2,31,0.816,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
25,14,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
27,13,0,6,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,5.5,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
29,16,0,3,2,22,0.759,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,0
27,16,0,2,2,20,0.741,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.333,1
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
53,39,0,4,2,47,0.887,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,11.75,0
82,68,0,4,3,67,0.817,8,0.098,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,15.0,0
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
28,3,0,2,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,4.4,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
17,6,0,2,1,11,0.647,1,0.059,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
28,16,0,3,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
73,22,0,2,3,58,0.795,7,0.096,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,9.286,0
29,18,0,2,2,8,0.276,15,0.517,0,0,0,0,0.0,1,5,0.238,0,0,0,0,0,0,5.75,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
20,10,0,2,1,14,0.7,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2.8,0
29,18,0,2,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
48,35,0,3,3,29,0.604,10,0.208,0,0,0,0,0.0,1,2,0.051,1,0,0,0,1,0,5.571,0
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
26,15,0,2,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
20,9,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
53,16,0,3,1,44,0.83,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,5.5,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
28,17,0,2,2,21,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
28,17,0,2,3,21,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
21,10,0,3,1,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.0,0
26,11,0,3,1,13,0.5,7,0.269,0,0,0,0,0.0,1,2,0.133,1,0,0,0,0,1,4.0,0
36,25,0,2,2,30,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
48,36,0,2,3,38,0.792,3,0.062,0,0,0,0,0.0,1,3,0.077,1,0,0,0,0,0,8.2,0
52,40,0,3,1,47,0.904,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,11.75,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
132,38,0,3,2,78,0.591,37,0.28,0,1,0,0,0.0,1,4,0.095,1,0,0,0,0,5,7.667,0
43,33,0,2,3,34,0.791,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
46,36,0,2,1,18,0.391,23,0.5,0,0,0,0,0.0,1,2,0.051,0,0,0,0,0,0,10.25,0
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
29,18,0,2,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
34,22,0,2,3,27,0.794,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
32,21,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
67,22,0,2,3,54,0.806,3,0.045,0,0,0,0,0.0,1,2,0.08,0,0,0,0,0,3,6.333,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
22,11,0,3,1,18,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
37,24,0,3,2,28,0.757,3,0.081,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,0
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
26,15,0,2,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
32,19,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,0
25,14,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
35,22,0,3,2,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
40,29,0,3,3,33,0.825,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
55,42,0,3,2,34,0.618,12,0.218,0,0,0,0,0.0,1,1,0.022,1,0,0,0,0,0,6.571,0
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
20,10,0,2,1,14,0.7,1,0.05,0,0,0,0,0.0,1,1,0.077,0,0,0,0,0,0,3.75,0
30,18,0,2,2,9,0.3,15,0.5,0,0,0,0,0.0,1,2,0.095,1,0,0,0,0,0,6.0,0
38,25,0,3,2,32,0.842,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
54,41,0,3,2,41,0.759,4,0.074,0,0,0,0,0.0,1,1,0.022,1,0,0,0,1,0,6.429,0
49,37,0,2,3,42,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.4,0
23,11,0,4,1,17,0.739,1,0.043,0,0,0,0,0.0,1,1,0.062,0,0,0,0,0,0,4.5,0
44,31,0,3,2,36,0.818,2,0.045,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.5,0
27,17,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
41,29,0,3,1,36,0.878,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.0,1
21,8,0,4,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
36,23,0,3,2,29,0.806,1,0.028,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,0
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
40,27,0,3,2,23,0.575,9,0.225,0,0,0,0,0.0,1,3,0.097,1,0,0,0,0,0,5.333,0
26,15,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.25,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
34,15,0,3,1,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,7.0,0
42,29,0,3,2,34,0.81,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,5.667,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
58,46,0,2,2,50,0.862,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,10.0,0
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
72,12,0,3,1,48,0.667,11,0.153,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,7,4.917,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
174,48,0,2,3,120,0.69,21,0.121,3,1,1,0,0.0,0,0,0.0,0,0,0,0,1,2,4.548,0
31,20,0,2,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
23,12,0,3,1,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.4,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
75,24,0,3,2,63,0.84,5,0.067,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,11.333,0
31,18,0,3,2,19,0.613,5,0.161,0,0,0,0,0.0,1,1,0.045,1,0,0,0,0,0,4.8,0
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
30,19,0,2,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.8,1
23,11,0,3,1,17,0.739,1,0.043,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
27,15,0,3,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
41,29,0,2,3,27,0.659,7,0.171,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.8,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
31,18,0,3,2,23,0.742,1,0.032,0,0,0,0,0.0,1,1,0.045,1,0,0,0,0,0,4.8,0
81,4,0,2,1,60,0.741,14,0.173,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.8,0
22,10,0,3,1,15,0.682,2,0.091,0,0,0,0,0.0,1,2,0.143,1,0,0,0,0,0,4.25,1
32,22,0,2,3,25,0.781,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.167,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,1,0.05,0,0,0,0,0,0,4.2,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
36,23,0,3,2,23,0.639,6,0.167,0,0,0,0,0.0,1,2,0.074,1,0,0,0,0,0,5.8,0
35,23,0,3,1,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.8,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
49,36,0,3,2,30,0.612,13,0.265,0,0,0,0,0.0,1,5,0.125,1,0,0,0,0,0,10.75,0
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
29,18,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
31,20,0,2,3,24,0.774,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.8,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
41,8,0,2,1,32,0.78,0,0.0,0,1,1,0,0.0,0,0,0.0,1,0,0,0,0,1,4.0,0
29,17,0,4,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
26,15,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.25,0
34,17,0,3,2,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,5.6,0
28,10,0,9,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
25,12,0,4,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
31,19,0,3,2,25,0.806,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
26,15,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.25,0
34,22,0,3,1,28,0.824,1,0.029,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
58,45,0,3,5,47,0.81,2,0.034,0,0,0,0,0.0,1,1,0.02,1,0,1,0,0,0,7.0,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
94,32,0,3,2,60,0.638,23,0.245,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,8.3,0
32,21,0,2,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.2,1
43,32,0,3,3,32,0.744,1,0.023,0,0,0,0,0.0,1,1,0.028,0,0,0,0,0,0,3.667,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
57,34,0,2,3,43,0.754,6,0.105,0,0,0,0,0.0,1,1,0.027,1,0,0,0,0,1,7.0,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
45,34,0,3,3,34,0.756,1,0.022,0,0,0,0,0.0,1,1,0.026,0,0,0,0,0,0,3.889,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
36,25,0,2,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
38,25,0,3,2,32,0.842,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,0
47,36,0,2,2,40,0.851,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,0
33,21,0,2,2,24,0.727,2,0.061,0,0,0,0,0.0,1,1,0.042,1,0,0,0,0,0,5.2,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
20,10,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,3.75,0
30,19,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.25,0
104,15,0,3,2,83,0.798,10,0.096,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,10.333,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
28,18,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.75,0
37,23,0,5,2,31,0.838,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,1
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
24,11,0,3,1,17,0.708,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
19,7,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
48,15,0,3,1,42,0.875,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,2,8.4,0
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
32,21,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
26,6,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,4.0,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
101,12,0,3,2,54,0.535,33,0.327,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,3,6.692,0
23,13,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
39,26,0,3,2,25,0.641,6,0.154,0,0,0,0,0.0,1,2,0.067,1,0,0,0,0,0,5.167,0
27,15,0,3,1,21,0.778,1,0.037,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
73,18,0,3,1,60,0.822,1,0.014,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.1,0
28,15,0,3,2,17,0.607,5,0.179,0,0,0,0,0.0,1,3,0.158,1,0,0,0,0,0,5.5,0
21,10,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
63,19,0,4,2,35,0.556,17,0.27,2,1,1,0,0.0,1,1,0.042,0,0,0,0,0,1,5.778,0
